;;;ÓÁÌË˜Ì˚Â;œÓÎÂ 3;œÓÎÂ 2;œÓÎÂ 1;œÓÎÂ 4;œÓÎÂ 7
VKBA1643;SKF;0;12832.38;10907-82;9624-12;8982-60;8854-56;8597-82
VKBA1905;SKF;0;1552.32;1319-34;1164-24;1086-36;1071-18;1040-16
VKBA1906;SKF;0;2053.92;1745-70;1540-44;1437-48;1417-02;1376-10
VKBA1909;SKF;0;4095.30;3480-84;3071-64;2867-04;2825-46;2743-62
VKBA1911;SKF;0;2786.52;2368-74;2090-22;1950-30;1922-58;1867-14
VKBA1914;SKF;0;2634.72;2239-38;1976-04;1844-04;1817-64;1765-50
VKBA1915;SKF;0;2544.30;2162-82;1908-06;1781-34;1755-60;1704-78
VKBA1918;SKF;0;2583.24;2195-82;1937-76;1808-40;1782-66;1730-52
VKBA1921;SKF;0;5764.44;4899-84;4323-66;4035-24;3977-16;3862-32
VKBA1922;SKF;0;4395.60;3736-26;3296-70;3076-92;3032-70;2944-92
VKBA1924;SKF;0;3082.20;2620-20;2311-98;2157-54;2126-52;2065-14
VKBA1927;SKF;0;760.98;646-80;570-90;532-62;525-36;510-18
VKBA1928;SKF;0;2538.36;2157-54;1904-10;1776-72;1751-64;1700-82
VKBA1929;SKF;0;1019.70;866-58;764-94;714-12;703-56;683-10
VKBA1930;SKF;0;1865.82;1585-98;1399-20;1306-14;1287-66;1250-04
VKBA1931;SKF;0;989.34;840-84;741-84;692-34;682-44;662-64
VKBA1933;SKF;0;2348.94;1996-50;1761-54;1644-06;1620-96;1574-10
VKBA1948;SKF;0;2510.64;2133-78;1882-98;1757-58;1732-50;1682-34
VKBA1949;SKF;0;4672.14;3971-22;3503-94;3270-30;3224-10;3130-38
VKBA1950;SKF;0;2377.32;2020-92;1783-32;1663-86;1640-10;1592-58
VKBA1951;SKF;0;5415.96;4603-50;4062-30;3791-04;3736-92;3628-68
VKBA1953;SKF;0;2597.10;2207-70;1947-66;1818-30;1791-90;1739-76
VKBA1956;SKF;0;2162.16;1838-10;1621-62;1513-38;1491-60;1448-70
VKBA1962;SKF;0;2278.32;1936-44;1708-74;1594-56;1572-12;1526-58
VKBA1967;SKF;0;1834.80;1559-58;1376-10;1284-36;1265-88;1229-58
VKBA1970;SKF;0;2610.96;2219-58;1958-22;1827-54;1801-80;1749-66
VKBA1971;SKF;0;2350.26;1997-82;1762-86;1645-38;1621-62;1574-76
VKBA1972;SKF;0;1497.54;1273-14;1123-32;1048-08;1033-56;1003-20
VKBA1973;SKF;0;1828.20;1554-30;1371-48;1279-74;1261-26;1224-96
VKBA1978;SKF;0;3133.68;2663-76;2350-26;2193-84;2162-16;2099-46
VKBA1979;SKF;0;2473.02;2102-10;1854-60;1731-18;1706-10;1656-60
VKBA1984;SKF;0;2151.60;1828-86;1613-70;1506-12;1484-34;1441-44
VKBA1985;SKF;0;2240.70;1904-76;1680-36;1568-82;1546-38;1501-50
VKBA1986;SKF;0;3078.90;2616-90;2309-34;2155-56;2124-54;2063-16
VKBA1990;SKF;0;1754.28;1490-94;1316-04;1228-26;1210-44;1175-46
VKBA1991;SKF;0;3358.08;2854-50;2518-56;2350-92;2317-26;2249-94
VKBA1992;SKF;0;2239.38;1903-44;1679-70;1567-50;1545-06;1500-18
VKBA1998;SKF;0;1592.58;1353-66;1194-60;1114-74;1098-90;1067-22
VKBA1999;SKF;0;2001.12;1700-82;1500-84;1400-52;1380-72;1340-46
VKBA2421;SKF;0;8251.32;7013-82;6188-82;5775-66;5693-16;5528-16
VKBA2422;SKF;0;9249.24;7861-92;6937-26;6474-60;6382-20;6196-74
VKBA2424;SKF;0;6703.62;5697-78;5027-88;4692-60;4625-28;4491-30
VKBA2425;SKF;0;5456.22;4637-82;4092-00;3819-42;3764-64;3655-74
VKBA2426;SKF;0;7086.42;6023-16;5314-98;4960-56;4889-94;4748-04
VKBA2427;SKF;0;5289.24;4495-92;3967-26;3702-60;3649-80;3543-54
VKBA2450;SKF;0;10827.30;9203-04;8120-64;7579-44;7470-54;7254-06
VKBA2451;SKF;0;9583.20;8145-72;7187-40;6708-24;6612-54;6420-48
VKBA310;SKF;0;11189.64;9511-26;8392-56;7832-88;7720-68;7496-94
VKBA3201;SKF;0;2761.44;2346-96;2071-08;1933-14;1905-42;1849-98
VKBA3202;SKF;0;4949.34;4206-84;3711-84;3464-34;3414-84;3315-84
VKBA3205;SKF;0;4894.56;4160-64;3670-92;3426-06;3377-22;3279-54
VKBA3206;SKF;0;2746.26;2334-42;2059-86;1922-58;1894-86;1840-08
VKBA3214;SKF;0;4702.50;3996-96;3527-04;3292-08;3244-56;3150-84
VKBA3215;SKF;0;5132.82;4362-60;3849-78;3593-04;3541-56;3439-26
VKBA3216;SKF;0;3344.22;2842-62;2508-00;2341-02;2307-36;2240-70
VKBA3217;SKF;0;1589.94;1351-68;1192-62;1112-76;1096-92;1065-24
VKBA3219;SKF;0;3222.78;2739-66;2416-92;2255-88;2223-54;2159-52
VKBA3220;SKF;0;3222.78;2739-66;2416-92;2255-88;2223-54;2159-52
VKBA3221;SKF;0;5060.22;4301-22;3795-00;3542-22;3491-40;3390-42
VKBA3223;SKF;0;14957.58;12714-24;11218-02;10470-24;10320-42;10021-44
VKBA3224;SKF;0;3246.54;2759-46;2434-74;2272-38;2240-04;2175-36
VKBA3225;SKF;0;6058.14;5149-32;4543-44;4240-50;4180-44;4059-00
VKBA3234;SKF;0;4954.62;4211-46;3715-80;3468-30;3418-80;3319-80
VKBA3235;SKF;0;2945.58;2504-04;2209-02;2061-84;2032-14;1973-40
VKBA3236;SKF;0;2314.62;1967-46;1735-80;1620-30;1597-20;1551-00
VKBA3237;SKF;0;2610.96;2219-58;1958-22;1827-54;1801-80;1749-66
VKBA3240;SKF;0;6030.42;5125-56;4522-98;4221-36;4161-30;4040-52
VKBA3245;SKF;0;3088.80;2625-48;2316-60;2162-16;2131-14;2069-76
VKBA3246;SKF;0;2637.36;2242-02;1978-02;1846-02;1819-62;1766-82
VKBA3250;SKF;0;5262.84;4473-48;3947-46;3684-12;3631-32;3526-38
VKBA3251;SKF;0;5371.08;4565-22;4028-64;3760-02;3705-90;3598-32
VKBA3255;SKF;0;1074.48;913-44;805-86;752-40;741-18;720-06
VKBA3256;SKF;0;1720.62;1462-56;1290-30;1204-50;1187-34;1153-02
VKBA3257;SKF;0;1793.22;1523-94;1345-08;1255-32;1237-50;1201-20
VKBA3262;SKF;0;4703.82;3998-28;3527-70;3292-74;3245-88;3151-50
VKBA3263;SKF;0;4757.94;4044-48;3568-62;3330-36;3282-84;3187-80
VKBA3264;SKF;0;5662.80;4813-38;4247-10;3963-96;3907-20;3794-34
VKBA3265;SKF;0;6716.16;5709-00;5037-12;4701-18;4633-86;4499-88
VKBA3266;SKF;0;4701.18;3996-30;3525-72;3290-76;3243-90;3149-52
VKBA3268;SKF;0;5211.36;4429-92;3908-52;3647-82;3595-68;3491-40
VKBA3269;SKF;0;5093.88;4329-60;3820-74;3565-98;3514-50;3412-86
VKBA3270;SKF;0;4914.36;4177-14;3686-10;3439-92;3391-08;3292-74
VKBA3271;SKF;0;4948.02;4205-52;3711-18;3463-68;3414-18;3315-18
VKBA3272;SKF;0;2488.20;2115-30;1866-48;1741-74;1716-66;1667-16
VKBA3273;SKF;0;6923.40;5885-22;5192-88;4846-38;4777-08;4638-48
VKBA3274;SKF;0;7801.20;6631-02;5850-90;5460-84;5382-96;5226-54
VKBA3279;SKF;0;3270.30;2779-92;2452-56;2289-54;2256-54;2191-20
VKBA3280;SKF;0;3844.50;3267-66;2883-54;2691-48;2652-54;2575-98
VKBA3283;SKF;0;5479.98;4658-28;4109-82;3835-92;3781-14;3671-58
VKBA3284;SKF;0;2785.20;2367-42;2088-90;1949-64;1921-92;1865-82
VKBA3285;SKF;0;1921.26;1632-84;1440-78;1345-08;1325-94;1287-00
VKBA3294;SKF;0;1696.86;1442-10;1272-48;1188-00;1170-84;1137-18
VKBA3298;SKF;0;4875.42;4144-14;3656-40;3412-86;3364-02;3266-34
VKBA3300;SKF;0;5512.32;4685-34;4134-24;3858-36;3803-58;3693-36
VKBA3301;SKF;0;3420.78;2907-96;2565-42;2394-48;2360-16;2292-18
VKBA3302;SKF;0;4436.52;3771-24;3327-72;3105-30;3061-08;2972-64
VKBA3305;SKF;0;3894.66;3310-56;2921-16;2726-46;2687-52;2609-64
VKBA3306;SKF;0;5268.12;4478-10;3951-42;3687-42;3635-28;3529-68
VKBA3307;SKF;0;6541.92;5560-50;4906-44;4579-08;4513-74;4383-06
VKBA3308;SKF;0;2391.18;2032-80;1793-22;1673-76;1650-00;1601-82
VKBA3309;SKF;0;1867.14;1587-30;1400-52;1306-80;1288-32;1250-70
VKBA3311;SKF;0;3610.20;3069-00;2707-98;2527-14;2490-84;2418-90
VKBA3314;SKF;0;4037.88;3432-00;3028-74;2826-78;2785-86;2705-34
VKBA3319;SKF;0;3259.08;2770-02;2444-64;2281-62;2248-62;2183-28
VKBA3321;SKF;0;2044.02;1737-12;1533-18;1430-88;1410-42;1369-50
VKBA3322;SKF;0;3281.52;2789-16;2461-14;2296-80;2264-46;2198-46
VKBA3325;SKF;0;3366.00;2861-10;2524-50;2356-20;2322-54;2255-22
VKBA3326;SKF;0;4715.04;4007-52;3536-28;3300-66;3253-14;3158-76
VKBA3327;SKF;0;5241.72;4455-66;3931-62;3668-94;3616-80;3511-86
VKBA3330;SKF;0;2191.86;1863-18;1644-06;1534-50;1512-06;1468-50
VKBA3331;SKF;0;4879.38;4147-44;3659-70;3415-50;3366-66;3268-98
VKBA3332;SKF;0;6716.16;5709-00;5037-12;4701-18;4633-86;4499-88
VKBA3341;SKF;0;2530.44;2150-94;1898-16;1771-44;1745-70;1695-54
VKBA3345;SKF;0;3758.04;3194-40;2818-86;2630-76;2593-14;2517-90
VKBA3400;SKF;0;2975.94;2529-78;2232-12;2082-96;2053-26;1993-86
VKBA3401;SKF;0;7813.74;6641-58;5860-14;5469-42;5391-54;5235-12
VKBA3403;SKF;0;1372.14;1166-22;1028-94;960-30;947-10;919-38
VKBA3404;SKF;0;3222.78;2739-66;2416-92;2255-88;2223-54;2159-52
VKBA3405;SKF;0;1864.50;1584-66;1398-54;1305-48;1286-34;1249-38
VKBA3406;SKF;0;2960.76;2516-58;2220-90;2072-40;2042-70;1983-96
VKBA3407;SKF;0;2223.54;1890-24;1667-82;1556-28;1534-50;1489-62
VKBA3409;SKF;0;6805.26;5784-24;5103-78;4763-88;4695-90;4559-28
VKBA3410;SKF;0;1787.94;1519-98;1341-12;1251-36;1233-54;1197-90
VKBA3412;SKF;0;2599.74;2209-68;1949-64;1819-62;1793-88;1741-74
VKBA3413;SKF;0;1665.18;1415-70;1248-72;1165-56;1149-06;1115-40
VKBA3414;SKF;0;1865.82;1585-98;1399-20;1306-14;1287-66;1250-04
VKBA3415;SKF;0;6693.72;5689-86;5020-62;4685-34;4618-68;4484-70
VKBA3416;SKF;0;2544.30;2162-82;1908-06;1781-34;1755-60;1704-78
VKBA3417;SKF;0;5208.06;4426-62;3905-88;3645-84;3593-70;3489-42
VKBA3418;SKF;0;9335.04;7934-52;7001-28;6534-66;6440-94;6254-16
VKBA3420;SKF;0;3087.48;2624-16;2315-94;2161-50;2130-48;2068-44
VKBA3421;SKF;0;3976.50;3379-86;2982-54;2783-88;2743-62;2664-42
VKBA3422;SKF;0;3994.98;3395-70;2996-40;2796-42;2756-82;2676-96
VKBA3423;SKF;0;2088.90;1775-40;1566-84;1462-56;1441-44;1399-86
VKBA3424;SKF;0;9612.24;8170-14;7209-18;6728-70;6632-34;6440-28
VKBA3425;SKF;0;10636.56;9041-34;7977-42;7445-46;7339-20;7126-68
VKBA3428;SKF;0;5565.12;4730-22;4173-84;3895-32;3839-88;3728-34
VKBA3429;SKF;0;2835.36;2410-32;2126-52;1984-62;1956-24;1899-48
VKBA3430;SKF;0;4886.64;4153-38;3664-98;3420-78;3371-94;3274-26
VKBA3431;SKF;0;4624.62;3930-96;3468-30;3237-30;3191-10;3098-70
VKBA3432;SKF;0;4621.32;3928-32;3466-32;3234-66;3188-46;3096-06
VKBA3434;SKF;0;2499.42;2124-54;1874-40;1749-66;1724-58;1674-42
VKBA3435;SKF;0;4606.14;3915-12;3454-44;3224-10;3178-56;3086-16
VKBA3439;SKF;0;11160.60;9486-84;8370-78;7812-42;7700-88;7477-80
VKBA3440;SKF;0;11160.60;9486-84;8370-78;7812-42;7700-88;7477-80
VKBA3441;SKF;0;1676.40;1424-94;1257-30;1173-48;1156-98;1123-32
VKBA3442;SKF;0;3694.02;3139-62;2770-68;2585-88;2548-92;2475-00
VKBA3443;SKF;0;5789.52;4920-96;4342-14;4052-40;3994-98;3878-82
VKBA3444;SKF;0;7151.76;6079-26;5363-82;5006-10;4934-82;4791-60
VKBA3445;SKF;0;3675.54;3124-44;2756-82;2572-68;2536-38;2462-46
VKBA3446;SKF;0;2013.66;1711-38;1510-08;1409-76;1389-30;1349-04
VKBA3449;SKF;0;2871.66;2440-68;2153-58;2010-36;1981-32;1923-90
VKBA3450;SKF;0;3100.02;2634-72;2325-18;2170-08;2139-06;2077-02
VKBA3451;SKF;0;7798.56;6629-04;5848-92;5458-86;5380-98;5225-22
VKBA3454;SKF;0;6582.18;5594-82;4936-80;4607-46;4541-46;4410-12
VKBA3455;SKF;0;1999.14;1699-50;1499-52;1399-20;1379-40;1339-14
VKBA3456;SKF;0;3165.36;2690-82;2374-02;2215-62;2183-94;2120-58
VKBA3457;SKF;0;5318.28;4520-34;3989-04;3723-06;3669-60;3563-34
VKBA3458;SKF;0;7391.34;6282-54;5543-34;5173-74;5099-82;4951-98
VKBA3459;SKF;0;5415.96;4603-50;4062-30;3791-04;3736-92;3628-68
VKBA3461;SKF;0;3062.40;2603-04;2296-80;2143-68;2113-32;2051-94
VKBA3465;SKF;0;11189.64;9511-26;8392-56;7832-88;7720-68;7496-94
VKBA3466;SKF;0;9403.68;7993-26;7052-76;6582-84;6488-46;6300-36
VKBA3468;SKF;0;11132.88;9463-08;8349-66;7793-28;7681-74;7459-32
VKBA3469;SKF;0;11160.60;9486-84;8370-78;7812-42;7700-88;7477-80
VKBA3470;SKF;0;4471.50;3800-94;3353-46;3130-38;3085-50;2995-74
VKBA3472;SKF;0;1947.66;1655-28;1460-58;1363-56;1343-76;1304-82
VKBA3473;SKF;0;2375.34;2018-94;1781-34;1662-54;1638-78;1591-26
VKBA3475;SKF;0;4259.64;3620-76;3195-06;2981-88;2938-98;2853-84
VKBA3477;SKF;0;6136.02;5215-32;4602-18;4295-28;4233-90;4111-14
VKBA3478;SKF;0;6717.48;5709-66;5038-44;4702-50;4635-18;4500-54
VKBA3479;SKF;0;9218.22;7835-52;6913-50;6452-82;6360-42;6176-28
VKBA3480;SKF;0;6240.96;5305-08;4680-72;4368-54;4306-50;4181-76
VKBA3481;SKF;0;7557.66;6423-78;5668-08;5290-56;5214-66;5063-52
VKBA3482;SKF;0;5027.22;4272-84;3770-58;3519-12;3468-96;3367-98
VKBA3485;SKF;0;4107.18;3491-40;3080-22;2874-96;2834-04;2751-54
VKBA3486;SKF;0;2013.66;1711-38;1510-08;1409-76;1389-30;1349-04
VKBA3489;SKF;0;8131.20;6911-52;6098-40;5691-84;5610-66;5447-64
VKBA3490;SKF;0;4120.38;3502-62;3090-12;2884-20;2843-28;2760-78
VKBA3491;SKF;0;5734.74;4874-76;4301-22;4014-12;3956-70;3842-52
VKBA3492;SKF;0;4328.94;3679-50;3246-54;3030-06;2987-16;2900-70
VKBA3495;SKF;0;2906.64;2470-38;2179-98;2034-78;2005-74;1947-66
VKBA3496;SKF;0;1945.02;1653-30;1458-60;1361-58;1341-78;1302-84
VKBA3497;SKF;0;7229.64;6145-26;5422-56;5060-88;4988-28;4843-74
VKBA3499;SKF;0;2297.46;1952-94;1723-26;1608-42;1585-32;1539-12
VKBA3500;SKF;0;4297.26;3652-44;3222-78;3008-28;2965-38;2878-92
VKBA3501;SKF;0;4851.66;4123-68;3638-58;3396-36;3347-52;3250-50
VKBA3502;SKF;0;7285.74;6192-78;5464-14;5099-82;5027-22;4881-36
VKBA3503;SKF;0;6106.98;5190-90;4580-40;4274-82;4214-10;4092-00
VKBA3504;SKF;0;4717.68;4010-16;3538-26;3302-64;3255-12;3160-74
VKBA3506;SKF;0;4988.28;4239-84;3741-54;3492-06;3441-90;3342-24
VKBA3508;SKF;0;4159.32;3535-62;3119-82;2911-26;2869-68;2786-52
VKBA3510;SKF;0;5524.86;4695-90;4143-48;3867-60;3812-16;3701-94
VKBA3511;SKF;0;6717.48;5709-66;5038-44;4702-50;4635-18;4500-54
VKBA3512;SKF;0;5817.24;4944-72;4363-26;4072-20;4014-12;3897-30
VKBA3513;SKF;0;6717.48;5709-66;5038-44;4702-50;4635-18;4500-54
VKBA3514;SKF;0;5633.10;4788-30;4224-66;3943-50;3886-74;3773-88
VKBA3517;SKF;0;10415.46;8853-24;7811-76;7291-02;7186-74;6978-18
VKBA3518;SKF;0;2775.30;2358-84;2081-64;1943-04;1914-66;1859-22
VKBA3519;SKF;0;871.86;741-18;654-06;610-50;601-26;584-10
VKBA3520;SKF;0;1872.42;1591-26;1404-48;1310-76;1292-28;1254-66
VKBA3521;SKF;0;2134.44;1814-34;1601-16;1494-24;1472-46;1430-22
VKBA3522;SKF;0;3214.20;2732-40;2410-98;2249-94;2217-60;2153-58
VKBA3523;SKF;0;7540.50;6409-26;5655-54;5278-68;5202-78;5052-30
VKBA3524;SKF;0;9329.76;7930-56;6997-32;6530-70;6437-64;6250-86
VKBA3525;SKF;0;1528.56;1299-54;1146-42;1069-86;1054-68;1024-32
VKBA3526;SKF;0;7398.60;6289-14;5549-28;5179-02;5105-10;4957-26
VKBA3527;SKF;0;5343.36;4542-12;4007-52;3740-22;3686-76;3579-84
VKBA3528;SKF;0;1903.44;1617-66;1427-58;1332-54;1313-40;1275-12
VKBA3530;SKF;0;1772.10;1506-12;1329-24;1240-80;1222-98;1187-34
VKBA3531;SKF;0;1800.48;1530-54;1350-36;1260-60;1242-12;1206-48
VKBA3532;SKF;0;1764.18;1499-52;1323-30;1234-86;1217-04;1182-06
VKBA3534;SKF;0;8748.96;7436-88;6561-72;6124-14;6037-02;5862-12
VKBA3535;SKF;0;2952.18;2509-32;2214-30;2066-46;2036-76;1978-02
VKBA3536;SKF;0;3868.92;3288-78;2902-02;2707-98;2669-70;2592-48
VKBA3538;SKF;0;2126.52;1807-74;1595-22;1488-30;1467-18;1424-94
VKBA3540;SKF;0;2692.14;2288-22;2018-94;1884-30;1857-90;1803-78
VKBA3541;SKF;0;9032.76;7677-78;6774-90;6322-80;6232-38;6052-20
VKBA3542;SKF;0;10022.10;8518-62;7516-74;7015-80;6915-48;6714-84
VKBA3544;SKF;0;9067.74;7707-48;6800-64;6347-22;6256-80;6075-30
VKBA3545;SKF;0;7930.56;6741-24;5947-92;5551-26;5472-06;5313-66
VKBA3546;SKF;0;6761.70;5747-28;5071-44;4733-52;4665-54;4530-24
VKBA3548;SKF;0;6690.42;5686-56;5017-98;4683-36;4616-70;4482-72
VKBA3549;SKF;0;5821.20;4948-02;4365-90;4074-84;4016-76;3899-94
VKBA3550;SKF;0;7054.08;5996-10;5290-56;4938-12;4867-50;4726-26
VKBA3551;SKF;0;2698.74;2294-16;2024-22;1888-92;1861-86;1808-40
VKBA3552;SKF;0;3891.36;3307-92;2918-52;2723-82;2684-88;2607-00
VKBA3553;SKF;0;14117.40;12000-12;10588-38;9882-18;9740-94;9458-46
VKBA3554;SKF;0;1772.10;1506-12;1329-24;1240-80;1222-98;1187-34
VKBA3555;SKF;0;6512.22;5535-42;4884-00;4558-62;4493-28;4363-26
VKBA3556;SKF;0;1627.56;1383-36;1221-00;1139-16;1123-32;1090-32
VKBA3557;SKF;0;2659.80;2261-16;1995-18;1861-86;1835-46;1782-00
VKBA3559;SKF;0;11051.70;9393-78;8288-94;7736-52;7625-64;7404-54
VKBA3560;SKF;0;6874.56;5843-64;5155-92;4812-06;4743-42;4606-14
VKBA3561;SKF;0;9824.10;8350-32;7368-24;6877-20;6778-86;6582-18
VKBA3562;SKF;0;6717.48;5709-66;5038-44;4702-50;4635-18;4500-54
VKBA3564;SKF;0;5946.60;5054-94;4460-28;4162-62;4103-22;3984-42
VKBA3565;SKF;0;2075.70;1764-18;1556-94;1453-32;1432-20;1390-62
VKBA3567;SKF;0;3694.02;3139-62;2770-68;2585-88;2548-92;2475-00
VKBA3568;SKF;0;6489.78;5516-28;4867-50;4542-78;4478-10;4348-08
VKBA3569;SKF;0;4046.46;3439-26;3034-68;2832-72;2791-80;2711-28
VKBA3570;SKF;0;4365.24;3710-52;3274-26;3055-80;3012-24;2924-46
VKBA3571;SKF;0;2782.56;2365-44;2086-92;1947-66;1919-94;1864-50
VKBA3572;SKF;0;2949.54;2507-34;2212-32;2064-48;2035-44;1976-04
VKBA3574;SKF;0;4963.20;4218-72;3722-40;3474-24;3424-74;3325-08
VKBA3575;SKF;0;1837.44;1561-56;1378-08;1286-34;1267-86;1230-90
VKBA3576;SKF;0;7700.88;6545-88;5775-66;5390-88;5313-66;5159-88
VKBA3577;SKF;0;2205.72;1875-06;1654-62;1543-74;1521-96;1477-74
VKBA3578;SKF;0;4535.52;3855-06;3401-64;3174-60;3129-72;3038-64
VKBA3580;SKF;0;5672.04;4821-30;4254-36;3970-56;3913-80;3800-28
VKBA3581;SKF;0;2218.26;1885-62;1663-86;1552-98;1530-54;1486-32
VKBA3583;SKF;0;4589.64;3901-26;3442-56;3212-88;3166-68;3074-94
VKBA3584;SKF;0;2544.30;2162-82;1908-06;1781-34;1755-60;1704-78
VKBA3585;SKF;0;6350.52;5398-14;4763-22;4445-10;4381-74;4255-02
VKBA3586;SKF;0;6133.38;5213-34;4600-20;4293-30;4231-92;4109-16
VKBA3587;SKF;0;6578.22;5591-52;4933-50;4604-82;4538-82;4407-48
VKBA3588;SKF;0;3753.42;3190-44;2814-90;2627-46;2589-84;2514-60
VKBA3589;SKF;0;6104.34;5188-92;4578-42;4272-84;4212-12;4090-02
VKBA3590;SKF;0;5138.76;4367-88;3854-40;3597-00;3545-52;3443-22
VKBA3592;SKF;0;6413.22;5450-94;4810-08;4489-32;4425-30;4296-60
VKBA3594;SKF;0;8584.62;7296-96;6438-30;6009-30;5923-50;5751-90
VKBA3595;SKF;0;6679.86;5677-98;5010-06;4676-10;4608-78;4475-46
VKBA3596;SKF;0;1686.96;1434-18;1265-22;1180-74;1164-24;1130-58
VKBA3597;SKF;0;5097.84;4332-90;3823-38;3568-62;3517-80;3415-50
VKBA3598;SKF;0;2623.50;2230-14;1967-46;1836-78;1810-38;1757-58
VKBA3599;SKF;0;4887.96;4154-70;3666-30;3421-44;3372-60;3274-92
VKBA3600;SKF;0;1978.68;1681-68;1484-34;1385-34;1365-54;1325-94
VKBA3601;SKF;0;1900.80;1615-68;1425-60;1330-56;1311-42;1273-80
VKBA3602;SKF;0;7236.90;6151-20;5427-84;5066-16;4993-56;4849-02
VKBA3603;SKF;0;5560.50;4726-26;4170-54;3892-68;3836-58;3725-70
VKBA3604;SKF;0;9962.04;8467-80;7471-86;6973-56;6873-90;6674-58
VKBA3605;SKF;0;3356.76;2853-18;2517-90;2349-60;2315-94;2249-28
VKBA3606;SKF;0;6242.28;5305-74;4682-04;4369-86;4307-16;4182-42
VKBA3607;SKF;0;2599.74;2209-68;1949-64;1819-62;1793-88;1741-74
VKBA3608;SKF;0;3424.74;2911-26;2568-72;2397-12;2362-80;2294-82
VKBA3613;SKF;0;4078.14;3466-32;3058-44;2854-50;2814-24;2732-40
VKBA3614;SKF;0;4790.28;4071-54;3593-04;3353-46;3305-28;3209-58
VKBA3615;SKF;0;3697.98;3143-58;2773-32;2588-52;2551-56;2477-64
VKBA3616;SKF;0;5724.84;4866-18;4293-96;4007-52;3950-10;3835-92
VKBA3617;SKF;0;4366.56;3711-84;3274-92;3056-46;3012-90;2925-78
VKBA3618;SKF;0;5595.48;4755-96;4196-94;3917-10;3861-00;3748-80
VKBA3619;SKF;0;12623.82;10730-28;9467-70;8836-74;8710-68;8457-90
VKBA3620;SKF;0;11228.58;9544-26;8421-60;7859-94;7747-74;7523-34
VKBA3621;SKF;0;9396.42;7986-66;7047-48;6577-56;6483-84;6295-74
VKBA3624;SKF;0;6919.44;5881-26;5189-58;4843-74;4774-44;4635-84
VKBA3625;SKF;0;3356.76;2853-18;2517-90;2349-60;2315-94;2249-28
VKBA3626;SKF;0;6133.38;5213-34;4600-20;4293-30;4231-92;4109-16
VKBA3627;SKF;0;5644.32;4797-54;4233-24;3950-76;3894-66;3781-80
VKBA3628;SKF;0;3367.32;2862-42;2525-82;2356-86;2323-20;2255-88
VKBA3631;SKF;0;6479.22;5507-04;4859-58;4535-52;4470-84;4340-82
VKBA3632;SKF;0;5759.82;4895-88;4319-70;4031-94;3974-52;3859-02
VKBA3633;SKF;0;5355.90;4552-68;4016-76;3749-46;3695-34;3588-42
VKBA3635;SKF;0;10076.88;8565-48;7557-66;7054-08;6953-10;6751-80
VKBA3637;SKF;0;2036.76;1731-18;1527-90;1425-60;1405-14;1364-88
VKBA3638;SKF;0;3697.98;3143-58;2773-32;2588-52;2551-56;2477-64
VKBA3639;SKF;0;2544.30;2162-82;1908-06;1781-34;1755-60;1704-78
VKBA3640;SKF;0;2803.02;2382-60;2102-10;1962-18;1933-80;1877-70
VKBA3641;SKF;0;4608.78;3917-76;3456-42;3226-08;3179-88;3088-14
VKBA3642;SKF;0;6042.96;5136-78;4532-22;4229-94;4169-88;4049-10
VKBA3643;SKF;0;5811.30;4939-44;4358-64;4068-24;4009-50;3893-34
VKBA3644;SKF;0;4029.30;3424-74;3022-14;2820-84;2779-92;2699-40
VKBA3645;SKF;0;4039.20;3433-32;3029-40;2827-44;2787-18;2706-00
VKBA3646;SKF;0;5844.96;4968-48;4383-72;4091-34;4033-26;3916-44
VKBA3647;SKF;0;2282.28;1939-74;1712-04;1597-86;1574-76;1529-22
VKBA3648;SKF;0;4181.10;3554-10;3135-66;2927-10;2884-86;2801-04
VKBA3650;SKF;0;7919.34;6731-34;5939-34;5543-34;5464-14;5305-74
VKBA3651;SKF;0;6854.10;5825-82;5140-74;4798-20;4729-56;4592-28
VKBA3652;SKF;0;7419.72;6306-96;5565-12;5193-54;5119-62;4971-12
VKBA3653;SKF;0;5478.66;4656-96;4109-16;3835-26;3780-48;3670-92
VKBA3655;SKF;0;10247.82;8710-68;7685-70;7173-54;7071-24;6865-98
VKBA3656;SKF;0;4377.78;3721-08;3283-50;3064-38;3020-82;2933-04
VKBA3657;SKF;0;2328.48;1979-34;1746-36;1630-20;1606-44;1560-24
VKBA3658;SKF;0;2031.48;1726-56;1523-94;1422-30;1401-84;1360-92
VKBA3659;SKF;0;5190.24;4411-44;3892-68;3633-30;3581-16;3477-54
VKBA3660;SKF;0;4245.12;3608-22;3183-84;2971-32;2929-08;2843-94
VKBA3661;SKF;0;5394.84;4585-68;4046-46;3776-52;3722-40;3614-82
VKBA3662;SKF;0;4377.78;3721-08;3283-50;3064-38;3020-82;2933-04
VKBA3663;SKF;0;8251.32;7013-82;6188-82;5775-66;5693-16;5528-16
VKBA3664;SKF;0;3793.68;3224-76;2845-26;2655-84;2617-56;2541-66
VKBA3665;SKF;0;7912.74;6726-06;5934-72;5538-72;5459-52;5301-78
VKBA3666;SKF;0;1323.30;1124-64;992-64;926-64;912-78;886-38
VKBA3667;SKF;0;5609.34;4767-84;4206-84;3926-34;3870-24;3758-04
VKBA3668;SKF;0;3878.82;3296-70;2909-28;2715-24;2676-30;2599-08
VKBA3669;SKF;0;10569.90;8984-58;7927-26;7399-26;7293-00;7081-80
